C,N,O,H,S,F,Cl,NumAtoms,AtomIsInRing,AtomIsAromatic,NumBonds,BondIsConjugated,BondIsAromatic,NumRotatableBonds,fr_C_O_noCOO,fr_Al_COO,fr_Ar_COO,fr_Al_OH,fr_Ar_OH,fr_NH2,fr_SH,fr_sulfide,fr_alkyl_halide,ExactMolWt,FpDensityMorgan3,MolLogP,MolMR,FractionCSP3,has_CN(C)C,has_CNC,has_C=NC,has_Thiophene,has_Pyrrole,has_Benzimidazole,has_Benzothiophene,has_Naphthalene,has_Biphenyl,has_Triphenylamine,dipole,homo,lumo,gap,energy,a,b,c,PCE,Jsc,Voc,FF,MolFormular,SMILES
46.0,4.0,4.0,38.0,1.0,0.0,0.0,93.0,45.0,45.0,100.0,58.0,46.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.2613766960008,0.8909090909090909,11.99929999999999,223.8609999999997,0.08695652173913043,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2491290203,-4.46358,-2.24233,2.22125,-73214.80482546434,0.004844623436737569,0.0007861941146765462,0.0006915882218462091,14.327466666666655,20.187,0.9081685784567416,0.7815039041330136,C46H38N4O4S,[H]c1c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(-c3c([H])c([H])c(-c4c([H])c([H])c(N(c5c([H])c([H])c(OC([H])([H])[H])c([H])c5[H])c5c([H])c([H])c(OC([H])([H])[H])c([H])c5[H])c([H])c4[H])c4nsnc34)c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
44.0,4.0,4.0,38.0,0.0,0.0,0.0,90.0,42.0,42.0,96.0,54.0,42.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.2893056960008,0.9230769230769231,10.78459999999999,208.47799999999972,0.09090909090909091,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9429656001,-4.53967,-1.34708,3.19259,-60313.66038120722,0.005318892099707271,0.000796729893604435,0.0007198319136011075,16.58104,22.1353333333333,0.964956412061777,0.776279297767946,C44H38N4O4,[H]c1nc(-c2c([H])c([H])c(N(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c([H])c2[H])nc([H])c1-c1c([H])c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H]
56.0,2.0,4.0,44.0,0.0,0.0,0.0,106.0,52.0,52.0,115.0,67.0,55.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.3301078880008,0.8387096774193549,14.891999999999976,256.59199999999964,0.07142857142857142,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.3097184303,-4.54618,-1.51694,3.02924,-69863.39745040509,0.005061884794012705,0.0005675748180084794,0.0005300853403459695,16.561066666666655,22.37933333333333,0.9527082483284808,0.7767499521164244,C56H44N2O4,[H]c1c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(-c3c([H])c([H])c4c([H])c([H])c5c(-c6c([H])c([H])c(N(c7c([H])c([H])c(OC([H])([H])[H])c([H])c7[H])c7c([H])c([H])c(OC([H])([H])[H])c([H])c7[H])c([H])c6[H])c([H])c([H])c6c([H])c([H])c3c4c65)c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
54.0,2.0,6.0,42.0,0.0,0.0,0.0,104.0,50.0,48.0,112.0,66.0,48.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.3042870640008,0.8225806451612904,13.040599999999985,246.98499999999962,0.07407407407407407,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.3492904662,-4.68701,-2.84903,1.83798,-71847.97268051174,0.00489588197503469,0.0004970640217433177,0.0004549402624831886,13.923579999999989,20.90383333333333,0.8970427202570175,0.7425263229644067,C54H42N2O6,[H]c1c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(-c3c([H])c([H])c4c(c3[H])C(=O)C(=O)c3c([H])c(-c5c([H])c([H])c(N(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])c([H])c5[H])c([H])c([H])c3-4)c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
52.0,2.0,4.0,42.0,1.0,0.0,0.0,101.0,49.0,49.0,109.0,63.0,51.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.2865288240008,0.864406779661017,14.36249999999998,245.77699999999965,0.07692307692307693,2.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,5.3398116465,-4.59811,-0.96171,3.6364,-76518.72426073396,0.003012293180078284,0.0009315862008871369,0.0007232807321477406,16.142266666666654,21.872333333333337,0.959354348358631,0.7692904714034388,C52H42N2O4S,[H]c1c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(-c3c([H])c([H])c4sc5c([H])c([H])c(-c6c([H])c([H])c(N(c7c([H])c([H])c(OC([H])([H])[H])c([H])c7[H])c7c([H])c([H])c(OC([H])([H])[H])c([H])c7[H])c([H])c6[H])c([H])c5c4c3[H])c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
56.0,2.0,4.0,44.0,0.0,0.0,0.0,106.0,52.0,52.0,115.0,67.0,55.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.3301078880008,0.7419354838709677,14.89199999999998,256.59199999999964,0.07142857142857142,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0245643169,-4.58321,-1.48222,3.10099,-69863.63581229614,0.005185874784987705,0.0004924420948007269,0.0004556653023586513,14.880799999999988,21.108500000000003,0.9637213477056992,0.7315052167195881,C56H44N2O4,[H]c1c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(-c3c([H])c4c([H])c([H])c5c([H])c(-c6c([H])c([H])c(N(c7c([H])c([H])c(OC([H])([H])[H])c([H])c7[H])c7c([H])c([H])c(OC([H])([H])[H])c([H])c7[H])c([H])c6[H])c([H])c6c([H])c([H])c(c3[H])c4c56)c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
46.0,6.0,4.0,36.0,2.0,0.0,0.0,94.0,48.0,45.0,102.0,62.0,46.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.2239456320008,0.9655172413793104,12.725699999999984,235.40199999999976,0.08695652173913043,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0023479764,-4.35863,-3.12265,1.23598,-86987.80673274909,0.004291904937543617,0.0007830017658837016,0.0007043927152401509,13.935613333333322,19.962333333333333,0.8882126080017356,0.7859553070276891,C46H36N6O4S2,[H]c1c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(-c3c4c(c(-c5c([H])c([H])c(N(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])c([H])c5[H])c5nsnc35)N=S=N4)c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
46.0,4.0,4.0,36.0,1.0,2.0,0.0,93.0,45.0,45.0,100.0,58.0,46.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.2425330720007,0.9122807017543859,12.277499999999987,223.77699999999976,0.08695652173913043,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0890066391,-4.55015,-2.40405,2.146100000000001,-78609.3702543671,0.004520226284150684,0.0007999486908722594,0.0006990507065326519,15.483599999999988,21.298500000000004,0.9411461894137362,0.772441923976495,C46H36F2N4O4S,[H]c1c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(-c3c(F)c(F)c(-c4c([H])c([H])c(N(c5c([H])c([H])c(OC([H])([H])[H])c([H])c5[H])c5c([H])c([H])c(OC([H])([H])[H])c([H])c5[H])c([H])c4[H])c4nsnc34)c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
60.0,2.0,4.0,46.0,0.0,0.0,0.0,112.0,56.0,56.0,122.0,72.0,60.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.3457579520009,0.8333333333333334,16.04519999999998,274.09799999999984,0.06666666666666667,2.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.3238475231,-4.50378,-1.89985,2.60393,-74038.34559715133,0.004927862477958575,0.0004694845969619403,0.0004418914973332887,14.564386666666657,20.820000000000004,0.906489838115277,0.771700062235351,C60H46N2O4,[H]c1c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(-c3c([H])c([H])c4c5c([H])c([H])c([H])c6c(-c7c([H])c([H])c(N(c8c([H])c([H])c(OC([H])([H])[H])c([H])c8[H])c8c([H])c([H])c(OC([H])([H])[H])c([H])c8[H])c([H])c7[H])c([H])c([H])c(c7c([H])c([H])c([H])c3c74)c65)c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
78.0,4.0,6.0,66.0,0.0,0.0,0.0,154.0,72.0,72.0,165.0,93.0,72.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.4982358320012,0.375,20.618400000000037,360.79400000000055,0.07692307692307693,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0313908165,-4.35617,-0.80911,3.54706,-100068.0602694387,0.0005275561124104811,0.0005263974641662244,0.0002730699834142104,14.0970666666667,19.5201666666667,0.939457021825418,0.76872023884106,C78H66N4O6,[H]c1c([H])c(N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(-c3c([H])c([H])c(N(c4c([H])c([H])c(-c5c([H])c([H])c(N(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])c([H])c5[H])c([H])c4[H])c4c([H])c([H])c(-c5c([H])c([H])c(N(c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])c([H])c5[H])c([H])c4[H])c([H])c3[H])c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]
29.0,0.0,0.0,18.0,2.0,0.0,0.0,49.0,31.0,30.0,55.0,35.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0849925760002,1.5806451612903225,9.021199999999999,136.32199999999995,0.034482758620689655,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.4179627527,-5.32457,-1.88036,3.44421,-51987.46322041559,0.04414062658400457,0.002118175827471134,0.002021942539377319,13.545986666666655,21.64416666666667,0.9156974717140304,0.683467328872346,C29H18S2,[H]c1c([H])c2c(c([H])c1-c1sc3c([H])c([H])c([H])c([H])c3c1[H])C([H])([H])c1c([H])c(-c3sc4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])c1-2
22.0,1.0,0.0,15.0,2.0,0.0,0.0,40.0,24.0,24.0,44.0,28.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0645914800001,2.16,7.153420000000003,110.61200000000001,0.045454545454545456,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.2339866073,-5.62879,-1.86563,3.763160000000001,-46177.06442796133,0.05394224251123769,0.004029561810114222,0.003807926038677541,10.795090666666658,17.379833333333337,0.930946549370994,0.6671998505531895,C22H15NS2,[H]c1c(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])nc(C([H])([H])[H])c(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c1[H]
29.0,0.0,1.0,16.0,2.0,0.0,0.0,48.0,31.0,30.0,54.0,38.0,32.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0642571320002,1.5,8.6614,136.94849999999994,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.8853280727,-5.56134,-2.58934,2.972,-53999.32822212777,0.03837142971184097,0.002111886469498168,0.002001717712142433,8.47198399999999,14.2713333333333,0.801191025337596,0.740942490962632,C29H16OS2,[H]c1c([H])c2c(c([H])c1-c1sc3c([H])c([H])c([H])c([H])c3c1[H])C(=O)c1c([H])c(-c3sc4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])c1-2
22.0,1.0,2.0,12.0,2.0,1.0,0.0,40.0,24.0,24.0,44.0,31.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0293488440002,1.9285714285714286,7.497300000000004,114.69240000000002,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.6706372628,-5.95723,-2.5407,3.41653,-52927.98746971444,0.03401469177020222,0.003887311954268943,0.003568566522086206,8.225914666666657,14.62915,0.8341259555726195,0.6741141939154506,C22H12FNO2S2,[H]c1c(F)c(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c([N+](=O)[O-])c1-c1sc2c([H])c([H])c([H])c([H])c2c1[H]
26.0,0.0,0.0,16.0,2.0,0.0,0.0,44.0,28.0,28.0,49.0,33.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0693425120003,1.4285714285714286,8.6032,125.58599999999998,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.469085602,-5.57658,-1.7776,3.79898,-48847.68793825547,0.03049593157415166,0.003896400384529984,0.003614616132776195,11.266189333333324,17.698,0.9180557297271424,0.6933999551966736,C26H16S2,[H]c1c([H])c([H])c2c([H])c(-c3c([H])c([H])c(-c4sc5c([H])c([H])c([H])c([H])c5c4[H])c4c([H])c([H])c([H])c([H])c34)sc2c1[H]
19.0,1.0,0.0,11.0,3.0,0.0,0.0,34.0,23.0,23.0,38.0,27.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.00536235200013,2.0434782608695654,6.906500000000002,103.75200000000001,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9285547888,-5.49127,-2.20069,3.29058,-53835.52814608278,0.06256657778877034,0.004469137586770649,0.004171189686204423,9.51807599999999,16.1139,0.8762722538827455,0.6740768985416637,C19H11NS3,[H]c1nc(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])sc1-c1sc2c([H])c([H])c([H])c([H])c2c1[H]
22.0,0.0,0.0,14.0,2.0,0.0,0.0,38.0,24.0,24.0,42.0,28.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0536924480001,1.4166666666666667,7.450000000000004,108.08000000000001,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.001795448,-5.47242,-1.90081,3.57161,-44672.75645987096,0.06702478861392822,0.00401126735853467,0.00378476276563147,13.757139999999987,20.766666666666666,0.9432954726266604,0.7022853597254757,C22H14S2,[H]c1c([H])c(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c([H])c1-c1sc2c([H])c([H])c([H])c([H])c2c1[H]
22.0,1.0,0.0,15.0,2.0,0.0,0.0,40.0,24.0,24.0,44.0,28.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.06459148000016,1.84,7.153420000000003,110.61200000000001,0.045454545454545456,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0421475504,-5.9727,-1.41426,4.558439999999999,-46176.73755483305,0.03795138557446676,0.004812495647829248,0.004464749849970704,12.090738666666656,18.909,0.93614673253333,0.683030892489554,C22H15NS2,[H]c1nc([H])c(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c(C([H])([H])[H])c1-c1sc2c([H])c([H])c([H])c([H])c2c1[H]
21.0,1.0,2.0,13.0,3.0,0.0,0.0,40.0,23.0,23.0,44.0,30.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.01084165600025,2.2962962962962963,6.693100000000003,115.09150000000001,0.047619047619047616,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.844450811,-5.56066,-2.33741,3.22325,-60028.47178315505,0.02051453359831511,0.004500136695592584,0.003693434803690133,6.06779866666666,11.3421166666667,0.827149806860096,0.646774485752231,C21H13NO2S3,[H]c1c([H])c([H])c2c([H])c(-c3nc(C(=O)OC([H])([H])[H])c(-c4sc5c([H])c([H])c([H])c([H])c5c4[H])s3)sc2c1[H]
41.0,0.0,0.0,24.0,2.0,0.0,0.0,67.0,43.0,42.0,76.0,48.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.1319427680005,1.3255813953488371,11.793499999999993,184.3779999999998,0.024390243902439025,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.8773620696,-5.30147,-1.8901,3.41137,-64512.49687951689,0.01089709282123431,0.002012287406991068,0.001875142446850984,13.354593333333325,19.77133333333333,0.9269653529159012,0.7286705336695368,C41H24S2,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C21c2c([H])c(-c3sc4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])c2-c2c([H])c([H])c(-c3sc4c([H])c([H])c([H])c([H])c4c3[H])c([H])c21
28.0,0.0,0.0,18.0,2.0,0.0,0.0,48.0,30.0,30.0,53.0,35.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0849925760002,1.2333333333333334,9.116999999999999,133.51599999999996,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.3378968501,-5.48922,-1.84254,3.64668,-50951.61075559964,0.05556138034995824,0.002015410728304101,0.001958848121412613,12.567106666666657,19.271833333333333,0.9129249424246538,0.7142943211260108,C28H18S2,[H]c1c([H])c(-c2c([H])c([H])c(-c3sc4c([H])c([H])c([H])c([H])c4c3[H])c([H])c2[H])c([H])c([H])c1-c1sc2c([H])c([H])c([H])c([H])c2c1[H]
28.0,1.0,0.0,17.0,2.0,0.0,0.0,48.0,31.0,31.0,54.0,37.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0802415440003,1.5806451612903225,9.084499999999997,137.44269999999995,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.3573784927,-5.29408,-1.82083,3.47325,-52423.92403380692,0.04218049286179877,0.002151986629587615,0.002047526971719081,9.39406799999999,15.5649666666667,0.881758624733483,0.684472159687382,C28H17NS2,[H]c1c([H])c([H])c2c([H])c(-c3c([H])c([H])c4c5c([H])c([H])c(-c6sc7c([H])c([H])c([H])c([H])c7c6[H])c([H])c5n([H])c4c3[H])sc2c1[H]
22.0,0.0,0.0,12.0,2.0,2.0,0.0,38.0,24.0,24.0,42.0,28.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.03484882400016,1.5,7.728200000000003,107.99600000000001,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.87117e-05,-5.62526,-2.14299,3.48227,-50067.46238276522,0.04867484600929242,0.003952593805362321,0.003655733504974248,8.643179999999994,14.49625,0.8909944790930316,0.6691798795136102,C22H12F2S2,[H]c1c(F)c(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c(F)c1-c1sc2c([H])c([H])c([H])c([H])c2c1[H]
28.0,0.0,0.0,10.0,2.0,8.0,0.0,48.0,30.0,30.0,53.0,35.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0096180800001,1.0526315789473684,10.229799999999997,133.17999999999998,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.6202244864,-6.01557,-2.36077,3.6548,-72529.69107788008,0.02514169930434408,0.001864177135425625,0.001799766670673516,13.670159999999989,20.915166666666668,0.8921682636459731,0.7325976102330783,C28H10F8S2,[H]c1c([H])c([H])c2c([H])c(-c3c(F)c(F)c(-c4c(F)c(F)c(-c5sc6c([H])c([H])c([H])c([H])c6c5[H])c(F)c4F)c(F)c3F)sc2c1[H]
24.0,0.0,0.0,14.0,4.0,0.0,0.0,42.0,28.0,28.0,47.0,33.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.99783444800016,1.2857142857142858,9.239999999999997,129.26999999999998,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0010418668,-5.10781,-2.20061,2.9072,-68404.7859989279,0.05022096968362794,0.002304137206131182,0.002203061514468704,11.435454,17.0435,0.933489309302586,0.718762280087576,C24H14S4,[H]c1c(-c2sc(-c3sc4c([H])c([H])c([H])c([H])c4c3[H])c([H])c2[H])sc(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c1[H]
30.0,0.0,0.0,20.0,2.0,0.0,0.0,52.0,30.0,30.0,57.0,37.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.1006426400003,1.375,9.6204,143.44999999999996,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0327542354,-5.26713,-2.1371,3.13003,-53055.02281280631,0.05383602036067615,0.001483498210095072,0.001443760727784332,7.69010399999999,12.4149166666667,0.925887159408354,0.66900650910837,C30H20S2,[H]/C(=C(\[H])c1c([H])c([H])c(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H])c1c([H])c([H])c(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H]
22.0,2.0,0.0,12.0,3.0,0.0,0.0,39.0,27.0,27.0,44.0,32.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.01626138400013,1.6296296296296295,7.4547000000000025,119.053,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3310574069,-5.35814,-2.84359,2.51455,-58446.11243196898,0.03583630738370071,0.003953547497025618,0.003560721241844345,7.70529999999999,14.9288333333333,0.849645462734099,0.607471545765693,C22H12N2S3,[H]c1c([H])c(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c2nsnc2c1-c1sc2c([H])c([H])c([H])c([H])c2c1[H]
20.0,2.0,0.0,12.0,2.0,0.0,0.0,36.0,24.0,24.0,40.0,28.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0441903840001,1.9166666666666667,6.240000000000003,103.67,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.895526404,-5.72326,-2.22288,3.50038,-45544.93379059161,0.06874428608662181,0.004136184437020541,0.003901445943760949,11.21532,18.5568333333333,0.864915531575342,0.6987697668576,C20H12N2S2,[H]c1nc(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])nc([H])c1-c1sc2c([H])c([H])c([H])c([H])c2c1[H]
32.0,0.0,0.0,18.0,2.0,0.0,0.0,52.0,34.0,34.0,59.0,41.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.08499257600033,1.3823529411764706,10.347399999999997,151.78399999999993,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.7226397223,-5.3193,-2.057,3.2623,-55094.74390018368,0.02973747125383968,0.002424156436100653,0.002313018032255576,9.212330666666656,16.273633333333333,0.8247928322846068,0.6863412691188064,C32H18S2,[H]c1c([H])c([H])c2c([H])c(-c3c([H])c([H])c4c([H])c([H])c5c(-c6sc7c([H])c([H])c([H])c([H])c7c6[H])c([H])c([H])c6c([H])c([H])c3c4c65)sc2c1[H]
30.0,0.0,2.0,16.0,2.0,0.0,0.0,50.0,32.0,30.0,56.0,40.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0591717520002,1.411764705882353,8.496000000000002,142.17699999999996,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,4.3526732193,-5.73218,-3.17965,2.55253,-57079.31389198965,0.03078021093506806,0.002003473049298119,0.001881067226682959,8.55982933333332,15.5156333333333,0.820647003133021,0.672263001405067,C30H16O2S2,[H]c1c([H])c2c(c([H])c1-c1sc3c([H])c([H])c([H])c([H])c3c1[H])C(=O)C(=O)c1c([H])c(-c3sc4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])c1-2
22.0,4.0,0.0,10.0,4.0,0.0,0.0,40.0,30.0,27.0,46.0,36.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.97883032000016,1.7,8.181100000000002,130.59399999999994,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0011082048,-5.16474,-3.64327,1.52147,-72219.33739354284,0.02150413892553586,0.003903832128550905,0.003304025831131175,7.306463999999993,12.368950000000002,0.8446735720668319,0.6993353935586811,C22H10N4S4,[H]c1c([H])c([H])c2c([H])c(-c3c4c(c(-c5sc6c([H])c([H])c([H])c([H])c6c5[H])c5nsnc35)N=S=N4)sc2c1[H]
22.0,2.0,0.0,10.0,3.0,2.0,0.0,39.0,27.0,27.0,44.0,32.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.9974177600002,1.6206896551724137,7.7329000000000025,118.969,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6332061767,-5.53266,-2.96236,2.5703,-63840.70239514717,0.02874851364830327,0.003901739013489046,0.003435481929134205,12.383159999999988,18.618,0.9012439928317748,0.7379995133304443,C22H10F2N2S3,[H]c1c([H])c([H])c2c([H])c(-c3c(F)c(F)c(-c4sc5c([H])c([H])c([H])c([H])c5c4[H])c4nsnc34)sc2c1[H]
36.0,0.0,0.0,20.0,2.0,0.0,0.0,58.0,38.0,38.0,66.0,46.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.1006426400004,1.3157894736842106,11.500599999999991,169.28999999999994,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0239477235,-5.05217,-2.32854,2.72363,-59269.69900953447,0.02565729245868206,0.001860184283146311,0.001772628587443683,10.3756,14.74635,0.962954783550635,0.730672543325574,C36H20S2,[H]c1c([H])c([H])c2c([H])c(-c3c([H])c([H])c4c5c([H])c([H])c([H])c6c(-c7sc8c([H])c([H])c([H])c([H])c8c7[H])c([H])c([H])c(c7c([H])c([H])c([H])c3c74)c65)sc2c1[H]
